MosquitoID,Date.of.Collection,Marker,Size,Height
06F-08,26/09/14,D10S1248,92.28,935
06F-08,26/09/14,D10S1248,104.57,694
06F-08,26/09/14,D10S1248,112.69,549
06F-08,26/09/14,vWA,168.49,408
06F-08,26/09/14,vWA,172.54,1539
06F-08,26/09/14,D16S539,248.48,699
06F-08,26/09/14,D16S539,252.52,699
06F-08,26/09/14,D2S1338,322.1,179
06F-08,26/09/14,D2S1338,326.12,382
06F-08,26/09/14,D2S1338,330.2,279
06F-08,26/09/14,AMEL,100.57,6319
06F-08,26/09/14,D8S1179,148.81,2856
06F-08,26/09/14,D21S11,199.55,501
06F-08,26/09/14,D21S11,207.67,1297
06F-08,26/09/14,D21S11,211.68,623
06F-08,26/09/14,D21S11,217.76,1293
06F-08,26/09/14,D18S51,300.85,1374
06F-08,26/09/14,D18S51,304.85,392
06F-08,26/09/14,D18S51,313.13,982
06F-08,26/09/14,D22S1045,92.19,2534
06F-08,26/09/14,D22S1045,104.48,2214
06F-08,26/09/14,D22S1045,107.61,1703
06F-08,26/09/14,D19S433,142.57,4101
06F-08,26/09/14,TH01,192.63,2455
06F-08,26/09/14,TH01,200.62,658
06F-08,26/09/14,FGA,247.22,823
06F-08,26/09/14,FGA,251.04,1856
06F-08,26/09/14,FGA,254.76,949
06F-08,26/09/14,D2S441,87.59,3000
06F-08,26/09/14,D3S1358,147.34,1085
06F-08,26/09/14,D3S1358,155.41,1003
06F-08,26/09/14,D1S1656,194.34,1507
06F-08,26/09/14,D1S1656,202.14,982
06F-08,26/09/14,D12S391,244.61,863
06F-08,26/09/14,D12S391,260.09,492
06F-08,26/09/14,D12S391,268.02,279
06F-08,26/09/14,SE33,365.25,299
06F-08,26/09/14,SE33,373.44,155
06F-08,26/09/14,SE33,400.17,518
06F-08,26/09/14,SE33,408.38,443
06F-06,24/09/14,D10S1248,92.24,796
06F-06,24/09/14,D10S1248,96.36,1286
06F-06,24/09/14,D10S1248,104.63,512
06F-06,24/09/14,D10S1248,112.69,1003
06F-06,24/09/14,vWA,168.5,2192
06F-06,24/09/14,vWA,172.55,964
06F-06,24/09/14,D16S539,252.43,282
06F-06,24/09/14,D16S539,256.49,492
06F-06,24/09/14,D16S539,260.52,294
06F-06,24/09/14,D2S1338,301.78,564
06F-06,24/09/14,AMEL,100.58,6079
06F-06,24/09/14,D8S1179,148.85,1421
06F-06,24/09/14,D8S1179,153,2484
06F-06,24/09/14,D8S1179,157.24,943
06F-06,24/09/14,D21S11,199.55,2518
06F-06,24/09/14,D21S11,207.6,1141
06F-06,24/09/14,D18S51,296.74,1709
06F-06,24/09/14,D18S51,300.85,1346
06F-06,24/09/14,D22S1045,89.07,952
06F-06,24/09/14,D22S1045,98.28,1596
06F-06,24/09/14,D22S1045,101.36,3696
06F-06,24/09/14,D19S433,146.36,4067
06F-06,24/09/14,D19S433,152.08,1253
06F-06,24/09/14,TH01,192.73,3637
06F-06,24/09/14,FGA,239.48,1804
06F-06,24/09/14,FGA,250.96,2416
06F-06,24/09/14,FGA,281.13,836
06F-06,24/09/14,D2S441,87.62,2314
06F-06,24/09/14,D2S441,99.71,2396
06F-06,24/09/14,D3S1358,147.38,2955
06F-06,24/09/14,D3S1358,159.45,753
06F-06,24/09/14,D1S1656,186.42,694
06F-06,24/09/14,D1S1656,194.16,2023
06F-06,24/09/14,D1S1656,198.21,1061
06F-06,24/09/14,D12S391,232.69,973
06F-06,24/09/14,D12S391,248.57,700
06F-06,24/09/14,D12S391,256.31,874
06F-06,24/09/14,SE33,357.24,570
06F-06,24/09/14,SE33,369.52,217
06F-06,24/09/14,SE33,412.41,182
07G-02,02/09/14,D10S1248,92.25,154
07G-02,02/09/14,D10S1248,96.32,127
07G-02,02/09/14,vWA,168.47,134
07G-02,02/09/14,D2S1338,301.6,127
07G-02,02/09/14,AMEL,100.57,592
07G-02,02/09/14,D8S1179,148.91,107
07G-02,02/09/14,D8S1179,153,243
07G-02,02/09/14,D8S1179,157.18,169
07G-02,02/09/14,D21S11,199.56,444
07G-02,02/09/14,D21S11,217.67,188
07G-02,02/09/14,D18S51,296.69,450
07G-02,02/09/14,D18S51,300.68,132
07G-02,02/09/14,D22S1045,98.3,178
07G-02,02/09/14,D22S1045,101.34,474
07G-02,02/09/14,D19S433,135.08,229
07G-02,02/09/14,D19S433,146.28,229
07G-02,02/09/14,D19S433,152.1,246
07G-02,02/09/14,TH01,192.61,285
07G-02,02/09/14,TH01,196.62,175
07G-02,02/09/14,FGA,251.03,269
07G-02,02/09/14,FGA,254.72,234
07G-02,02/09/14,FGA,281.11,160
07G-02,02/09/14,D2S441,99.72,341
07G-02,02/09/14,D3S1358,147.37,332
07G-02,02/09/14,D1S1656,194.22,245
07G-02,02/09/14,D1S1656,198.31,91
07G-02,02/09/14,D12S391,232.84,252
07G-02,02/09/14,SE33,357.07,165
07G-03,21/10/13,D10S1248,96.39,639
07G-03,21/10/13,D10S1248,112.69,561
07G-03,21/10/13,vWA,168.55,476
07G-03,21/10/13,vWA,172.58,464
07G-03,21/10/13,vWA,176.52,707
07G-03,21/10/13,vWA,188.58,728
07G-03,21/10/13,D16S539,252.52,1301
07G-03,21/10/13,D2S1338,305.64,363
07G-03,21/10/13,D2S1338,313.74,426
07G-03,21/10/13,D2S1338,326.07,270
07G-03,21/10/13,AMEL,100.57,6443
07G-03,21/10/13,D8S1179,148.85,2185
07G-03,21/10/13,D8S1179,153,2162
07G-03,21/10/13,D21S11,211.61,1461
07G-03,21/10/13,D21S11,217.76,678
07G-03,21/10/13,D21S11,219.82,876
07G-03,21/10/13,D21S11,227.86,714
07G-03,21/10/13,D18S51,296.73,3010
07G-03,21/10/13,D22S1045,92.11,1965
07G-03,21/10/13,D22S1045,101.34,2382
07G-03,21/10/13,D22S1045,104.48,1936
07G-03,21/10/13,D19S433,135.17,1013
07G-03,21/10/13,D19S433,146.36,2766
07G-03,21/10/13,D19S433,148.3,1742
07G-03,21/10/13,TH01,196.68,2268
07G-03,21/10/13,TH01,200.71,1137
07G-03,21/10/13,FGA,239.65,892
07G-03,21/10/13,FGA,251.13,888
07G-03,21/10/13,FGA,258.55,2519
07G-03,21/10/13,D2S441,87.64,2055
07G-03,21/10/13,D2S441,99.72,2195
07G-03,21/10/13,D3S1358,147.37,1300
07G-03,21/10/13,D3S1358,151.24,2386
07G-03,21/10/13,D1S1656,186.32,737
07G-03,21/10/13,D1S1656,194.34,686
07G-03,21/10/13,D1S1656,198.29,603
07G-03,21/10/13,D1S1656,202.21,826
07G-03,21/10/13,D12S391,232.75,477
07G-03,21/10/13,D12S391,240.54,861
07G-03,21/10/13,D12S391,248.66,734
07G-03,21/10/13,D12S391,256.4,445
07G-03,21/10/13,SE33,357.06,371
07G-03,21/10/13,SE33,369.26,415
07G-03,21/10/13,SE33,377.51,548
07G-03,21/10/03,SE33,404.35,396
07G-02,24/10/13,D10S1248,96.36,1702
07G-02,24/10/13,D10S1248,112.68,2075
07G-02,24/10/13,vWA,168.53,3240
07G-02,24/10/13,vWA,172.6,1725
07G-02,24/10/13,D16S539,248.39,2041
07G-02,24/10/13,D16S539,256.54,1330
07G-02,24/10/13,D2S1338,301.62,1658
07G-02,24/10/13,D2S1338,305.66,906
07G-02,24/10/13,AMEL,100.58,13474
07G-02,24/10/13,D8S1179,148.85,5008
07G-02,24/10/13,D8S1179,153,5237
07G-02,24/10/13,D21S11,199.55,3638
07G-02,24/10/13,D21S11,207.67,4734
07G-02,24/10/13,D21S11,217.67,1593
07G-02,24/10/13,D18S51,296.72,4352
07G-02,24/10/13,D18S51,300.77,4131
07G-02,24/10/13,D22S1045,89.07,2647
07G-02,24/10/13,D22S1045,101.35,9592
07G-02,24/10/13,D19S433,146.36,8212
07G-02,24/10/13,TH01,192.69,8449
07G-02,24/10/13,FGA,239.65,3287
07G-02,24/10/13,FGA,251.05,3722
07G-02,24/10/13,D2S441,87.62,4309
07G-02,24/10/13,D2S441,99.71,4394
07G-02,24/10/13,D3S1358,147.37,6737
07G-02,24/10/13,D1S1656,194.32,3176
07G-02,24/10/13,D1S1656,198.2,2507
07G-02,24/10/13,D12S391,248.65,1871
07G-02,24/10/13,D12S391,256.37,1440
07G-02,24/10/13,SE33,357.12,2966
07G-02,24/10/13,SE33,369.35,1536
07G-08,28/10/13,D10S1248,92.14,1954
07G-08,28/10/13,D10S1248,96.31,1765
07G-08,28/10/13,D10S1248,104.49,691
07G-08,28/10/13,D10S1248,112.69,646
07G-08,28/10/13,vWA,168.51,2902
07G-08,28/10/13,vWA,172.62,1473
07G-08,28/10/13,D16S539,248.4,933
07G-08,28/10/13,D16S539,252.41,728
07G-08,28/10/13,D16S539,256.52,1253
07G-08,28/10/13,D16S539,260.43,923
07G-08,28/10/13,D2S1338,301.7,1234
07G-08,28/10/13,D2S1338,313.74,656
07G-08,28/10/13,D2S1338,326.03,441
07G-08,28/10/13,AMEL,100.58,14801
07G-08,28/10/13,D8S1179,148.76,2331
07G-08,28/10/13,D8S1179,152.96,6434
07G-08,28/10/13,D8S1179,157.26,4156
07G-08,28/10/13,D21S11,199.56,6109
07G-08,28/10/13,D21S11,207.6,1720
07G-08,28/10/13,D21S11,217.67,1746
07G-08,28/10/13,D18S51,296.68,3115
07G-08,28/10/13,D18S51,300.76,3125
07G-08,28/10/13,D22S1045,88.92,3749
07G-08,28/10/13,D22S1045,98.2,7902
07G-08,28/10/13,D22S1045,101.34,9918
07G-08,28/10/13,D19S433,135.12,2581
07G-08,28/10/13,D19S433,146.3,6850
07G-08,28/10/13,D19S433,152.05,4509
07G-08,28/10/13,TH01,192.71,10717
07G-08,28/10/13,FGA,239.57,1258
07G-08,28/10/13,FGA,251.03,2950
07G-08,28/10/13,FGA,281.11,1312
07G-08,28/10/13,D2S441,87.59,5312
07G-08,28/10/13,D2S441,99.62,5779
07G-08,28/10/13,D3S1358,147.39,4806
07G-08,28/10/13,D3S1358,159.45,2280
07G-08,28/10/13,D1S1656,186.54,1580
07G-08,28/10/13,D1S1656,194.22,2506
07G-08,28/10/13,D12S391,232.74,1524
07G-08,28/10/13,D12S391,248.67,656
07G-08,28/10/13,D12S391,256.35,648
07G-08,28/10/13,SE33,357.16,1883
07G-08,28/10/13,SE33,385.77,717
07G-08,28/10/13,SE33,412.64,719
07G-02,30/06/14,D10S1248,104.59,1110
07G-02,30/06/14,D10S1248,112.69,1596
07G-02,30/06/14,vWA,168.55,3386
07G-02,30/06/14,D16S539,248.31,2050
07G-02,30/06/14,D16S539,252.43,1213
07G-02,30/06/14,D16S539,256.48,710
07G-02,30/06/14,D2S1338,301.69,1474
07G-02,30/06/14,D2S1338,305.69,622
07G-02,30/06/14,D2S1338,326.07,696
07G-02,30/06/14,AMEL,100.58,12019
07G-02,30/06/14,D8S1179,148.8,6099
07G-02,30/06/14,D8S1179,152.93,5031
07G-02,30/06/14,D21S11,199.55,2159
07G-02,30/06/14,D21S11,207.56,4964
07G-02,30/06/14,D21S11,217.67,3030
07G-02,30/06/14,D18S51,296.73,3250
07G-02,30/06/14,D18S51,300.85,3042
07G-02,30/06/14,D22S1045,89.07,5063
07G-02,30/06/14,D22S1045,101.34,7971
07G-02,30/06/14,D19S433,135,3849
07G-02,30/06/14,D19S433,146.23,6553
07G-02,30/06/14,TH01,192.67,6628
07G-02,30/06/14,TH01,196.7,3101
07G-02,30/06/14,FGA,239.57,2653
07G-02,30/06/14,FGA,251.04,2204
07G-02,30/06/14,D2S441,87.64,4347
07G-02,30/06/14,D2S441,99.72,3947
07G-02,30/06/14,D3S1358,147.33,6149
07G-02,30/06/14,D1S1656,194.28,2415
07G-02,30/06/14,D1S1656,198.3,2022
07G-02,30/06/14,D12S391,232.79,973
07G-02,30/06/14,D12S391,256.31,543
07G-02,30/06/14,SE33,357.16,1916
07G-02,30/06/14,SE33,369.34,793
07G-02,30/06/14,SE33,385.73,855
07G-03,30/06/14,D10S1248,96.26,1757
07G-03,30/06/14,D10S1248,112.62,1369
07G-03,30/06/14,vWA,168.52,1305
07G-03,30/06/14,vWA,172.59,1123
07G-03,30/06/14,D16S539,248.34,1110
07G-03,30/06/14,D16S539,252.47,497
07G-03,30/06/14,D16S539,256.46,405
07G-03,30/06/14,D2S1338,297.56,418
07G-03,30/06/14,D2S1338,301.5,688
07G-03,30/06/14,D2S1338,305.61,424
07G-03,30/06/14,AMEL,100.57,6933
07G-03,30/06/14,AMEL,106.4,2507
07G-03,30/06/14,D8S1179,148.82,3571
07G-03,30/06/14,D8S1179,152.97,2984
07G-03,30/06/14,D21S11,199.47,2784
07G-03,30/06/14,D21S11,207.63,1156
07G-03,30/06/14,D21S11,217.66,1401
07G-03,30/06/14,D18S51,296.63,1430
07G-03,30/06/14,D18S51,300.75,2215
07G-03,30/06/14,D18S51,304.86,1034
07G-03,30/06/14,D22S1045,88.98,2416
07G-03,30/06/14,D22S1045,101.32,6935
07G-03,30/06/14,D19S433,135.07,2295
07G-03,30/06/14,D19S433,146.21,5531
07G-03,30/06/14,TH01,192.61,5065
07G-03,30/06/14,FGA,239.48,3617
07G-03,30/06/14,FGA,250.94,1027
07G-03,30/06/14,D2S441,87.57,2633
07G-03,30/06/14,D2S441,99.63,2337
07G-03,30/06/14,D3S1358,147.38,4000
07G-03,30/06/14,D1S1656,194.29,1915
07G-03,30/06/14,D1S1656,198.16,1660
07G-03,30/06/14,D12S391,232.69,1343
07G-03,30/06/14,D12S391,248.51,553
07G-03,30/06/14,D12S391,256.29,500
07G-03,30/06/14,SE33,357.12,678
07G-03,30/06/14,SE33,369.31,1291
07G-03,30/06/14,SE33,385.79,593
07G-05,30/06/14,D10S1248,104.4,2231
07G-05,30/06/14,D10S1248,112.53,1426
07G-05,30/06/14,vWA,168.49,3641
07G-05,30/06/14,vWA,172.54,2153
07G-05,30/06/14,D16S539,248.34,1933
07G-05,30/06/14,D16S539,252.45,2813
07G-05,30/06/14,D16S539,256.41,1059
07G-05,30/06/14,D2S1338,297.57,811
07G-05,30/06/14,D2S1338,301.49,1140
07G-05,30/06/14,D2S1338,305.49,762
07G-05,30/06/14,D2S1338,325.95,924
07G-05,30/06/14,AMEL,100.56,17253
07G-05,30/06/14,AMEL,106.44,3748
07G-05,30/06/14,D8S1179,148.78,9150
07G-05,30/06/14,D8S1179,152.91,8276
07G-05,30/06/14,D21S11,199.48,3757
07G-05,30/06/14,D21S11,207.57,5417
07G-05,30/06/14,D21S11,217.66,5369
07G-05,30/06/14,D21S11,227.77,3378
07G-05,30/06/14,D18S51,296.65,3939
07G-05,30/06/14,D18S51,300.75,3396
07G-05,30/06/14,D22S1045,89.03,8493
07G-05,30/06/14,D22S1045,101.31,11253
07G-05,30/06/14,D19S433,135.01,6210
07G-05,30/06/14,TH01,192.65,7448
07G-05,30/06/14,TH01,196.59,7172
07G-05,30/06/14,FGA,239.49,3575
07G-05,30/06/14,FGA,250.93,2026
07G-05,30/06/14,FGA,254.64,1333
07G-05,30/06/14,D2S441,87.64,5339
07G-05,30/06/14,D2S441,99.63,5320
07G-05,30/06/14,D3S1358,147.35,8486
07G-05,30/06/14,D1S1656,194.23,4402
07G-05,30/06/14,D1S1656,198.16,1800
07G-05,30/06/14,D12S391,256.24,761
07G-05,30/06/14,SE33,357.12,1320
07G-05,30/06/14,SE33,365.31,848
07G-05,30/06/14,SE33,369.36,745
07G-05,30/06/14,SE33,385.77,1008
07G-02,01/07/14,D10S1248,104.59,1037
07G-02,01/07/14,D10S1248,112.69,1257
07G-02,01/07/14,vWA,168.51,2133
07G-02,01/07/14,D16S539,248.4,1139
07G-02,01/07/14,D16S539,252.43,568
07G-02,01/07/14,D16S539,256.48,505
07G-02,01/07/14,D2S1338,297.6,385
07G-02,01/07/14,D2S1338,301.6,406
07G-02,01/07/14,D2S1338,326.07,533
07G-02,01/07/14,AMEL,100.58,10720
07G-02,01/07/14,AMEL,106.49,2040
07G-02,01/07/14,D8S1179,148.81,4480
07G-02,01/07/14,D8S1179,153.03,3961
07G-02,01/07/14,D21S11,199.55,1395
07G-02,01/07/14,D21S11,207.56,3376
07G-02,01/07/14,D21S11,217.67,1541
07G-02,01/07/14,D18S51,296.75,3055
07G-02,01/07/14,D18S51,300.76,845
07G-02,01/07/14,D22S1045,88.97,5186
07G-02,01/07/14,D22S1045,101.34,6897
07G-02,01/07/14,D19S433,135.09,4297
07G-02,01/07/14,D19S433,146.33,5259
07G-02,01/07/14,TH01,192.67,2394
07G-02,01/07/14,TH01,196.69,4759
07G-02,01/07/14,FGA,239.57,1731
07G-02,01/07/14,FGA,251.04,873
07G-02,01/07/14,FGA,254.76,616
07G-02,01/07/14,D2S441,87.64,3798
07G-02,01/07/14,D2S441,99.72,3378
07G-02,01/07/14,D3S1358,146.42,2159
07G-02,01/07/14,D3S1358,147.43,5267
07G-02,01/07/14,D1S1656,194.28,2329
07G-02,01/07/14,D1S1656,198.21,948
07G-02,01/07/14,D12S391,232.71,1076
07G-02,01/07/14,D12S391,256.31,416
07G-02,01/07/14,SE33,357.14,571
07G-02,01/07/14,SE33,369.44,462
07G-02,01/07/14,SE33,385.8,807
07G-04,01/07/14,D10S1248,92.28,1510
07G-04,01/07/14,D10S1248,96.38,1470
07G-04,01/07/14,vWA,168.59,1342
07G-04,01/07/14,vWA,172.64,580
07G-04,01/07/14,D16S539,248.48,389
07G-04,01/07/14,D16S539,252.52,378
07G-04,01/07/14,D16S539,256.57,465
07G-04,01/07/14,D16S539,260.52,342
07G-04,01/07/14,D2S1338,301.61,498
07G-04,01/07/14,D2S1338,313.74,315
07G-04,01/07/14,D2S1338,326.09,186
07G-04,01/07/14,AMEL,100.57,10734
07G-04,01/07/14,D8S1179,148.85,1069
07G-04,01/07/14,D8S1179,153,2662
07G-04,01/07/14,D8S1179,157.23,1632
07G-04,01/07/14,D21S11,199.55,2977
07G-04,01/07/14,D21S11,217.73,831
07G-04,01/07/14,D18S51,296.73,2079
07G-04,01/07/14,D18S51,300.76,1795
07G-04,01/07/14,D22S1045,98.29,4503
07G-04,01/07/14,D22S1045,101.34,6212
07G-04,01/07/14,D19S433,135.15,1180
07G-04,01/07/14,D19S433,146.36,3721
07G-04,01/07/14,D19S433,152.17,2273
07G-04,01/07/14,TH01,192.73,3486
07G-04,01/07/14,TH01,196.68,925
07G-04,01/07/14,FGA,239.57,875
07G-04,01/07/14,FGA,251.13,1423
07G-04,01/07/14,FGA,281.12,818
07G-04,01/07/14,D2S441,87.69,3481
07G-04,01/07/14,D2S441,99.71,2558
07G-04,01/07/14,D3S1358,147.37,2666
07G-04,01/07/14,D3S1358,159.45,1152
07G-04,01/07/14,D1S1656,186.51,891
07G-04,01/07/14,D1S1656,194.25,1723
07G-04,01/07/14,D1S1656,198.21,563
07G-04,01/07/14,D12S391,232.77,1163
07G-04,01/07/14,D12S391,248.66,467
07G-04,01/07/14,D12S391,256.4,475
07G-04,01/07/14,SE33,357.15,1194
07G-04,01/07/14,SE33,385.71,358
07G-04,01/07/14,SE33,412.61,507
07G-04,04/07/14,D10S1248,104.56,1512
07G-04,04/07/14,D10S1248,112.77,1311
07G-04,04/07/14,vWA,168.63,3291
07G-04,04/07/14,D16S539,248.47,1355
07G-04,04/07/14,D16S539,252.54,1164
07G-04,04/07/14,D2S1338,301.7,1051
07G-04,04/07/14,D2S1338,326.11,648
07G-04,04/07/14,AMEL,100.49,13781
07G-04,04/07/14,D8S1179,148.8,3822
07G-04,04/07/14,D8S1179,152.96,4544
07G-04,04/07/14,D21S11,199.55,1634
07G-04,04/07/14,D21S11,207.65,3052
07G-04,04/07/14,D21S11,217.82,2767
07G-04,04/07/14,D18S51,296.72,3023
07G-04,04/07/14,D18S51,300.76,2377
07G-04,04/07/14,D22S1045,88.99,4676
07G-04,04/07/14,D22S1045,98.18,2644
07G-04,04/07/14,D22S1045,101.27,6538
07G-04,04/07/14,D19S433,135.1,4107
07G-04,04/07/14,D19S433,146.39,4793
07G-04,04/07/14,D19S433,152.13,1316
07G-04,04/07/14,TH01,192.72,4273
07G-04,04/07/14,TH01,196.68,2728
07G-04,04/07/14,FGA,239.65,2048
07G-04,04/07/14,FGA,251.05,2284
07G-04,04/07/14,D2S441,87.55,4077
07G-04,04/07/14,D2S441,99.62,4348
07G-04,04/07/14,D3S1358,147.41,5076
07G-04,04/07/14,D1S1656,194.25,2414
07G-04,04/07/14,D1S1656,198.2,1719
07G-04,04/07/14,D12S391,232.83,1621
07G-04,04/07/14,D12S391,248.65,1029
07G-04,04/07/14,SE33,357.13,1466
07G-04,04/07/14,SE33,385.75,863
07G-05,04/07/14,D10S1248,92.33,427
07G-05,04/07/14,D10S1248,96.36,263
07G-05,04/07/14,D10S1248,104.61,762
07G-05,04/07/14,D10S1248,112.68,648
07G-05,04/07/14,vWA,168.44,796
07G-05,04/07/14,vWA,172.6,629
07G-05,04/07/14,D16S539,252.52,357
07G-05,04/07/14,D16S539,256.58,493
07G-05,04/07/14,D16S539,260.53,169
07G-05,04/07/14,D2S1338,297.67,246
07G-05,04/07/14,D2S1338,301.62,294
07G-05,04/07/14,D2S1338,313.65,78
07G-05,04/07/14,AMEL,100.58,5153
07G-05,04/07/14,D8S1179,148.85,1273
07G-05,04/07/14,D8S1179,153,1607
07G-05,04/07/14,D8S1179,157.23,562
07G-05,04/07/14,D21S11,199.55,2081
07G-05,04/07/14,D21S11,217.82,778
07G-05,04/07/14,D18S51,296.72,2026
07G-05,04/07/14,D22S1045,98.28,1109
07G-05,04/07/14,D22S1045,101.35,4138
07G-05,04/07/14,D19S433,135.12,1580
07G-05,04/07/14,D19S433,146.36,1364
07G-05,04/07/14,D19S433,152.17,525
07G-05,04/07/14,TH01,192.69,748
07G-05,04/07/14,TH01,196.66,1497
07G-05,04/07/14,FGA,251.13,1118
07G-05,04/07/14,FGA,254.85,699
07G-05,04/07/14,D2S441,99.71,2871
07G-05,04/07/14,D3S1358,147.37,2051
07G-05,04/07/14,D1S1656,186.53,326
07G-05,04/07/14,D1S1656,194.32,997
07G-05,04/07/14,D1S1656,198.2,636
07G-05,04/07/14,D12S391,232.81,1291
07G-05,04/07/14,SE33,357.12,596
07G-05,04/07/14,SE33,365.34,411
07G-07,02/09/14,D10S1248,104.52,233
07G-07,02/09/14,D10S1248,112.68,409
07G-07,02/09/14,vWA,168.53,323
07G-07,02/09/14,vWA,172.61,285
07G-07,02/09/14,D16S539,252.54,106
07G-07,02/09/14,D16S539,256.54,220
07G-07,02/09/14,D2S1338,297.67,145
07G-07,02/09/14,D2S1338,301.62,252
07G-07,02/09/14,D2S1338,305.66,125
07G-07,02/09/14,AMEL,100.58,1883
07G-07,02/09/14,D8S1179,148.8,670
07G-07,02/09/14,D8S1179,152.96,657
07G-07,02/09/14,D21S11,199.64,669
07G-07,02/09/14,D21S11,217.76,538
07G-07,02/09/14,D18S51,296.72,771
07G-07,02/09/14,D18S51,300.77,216
07G-07,02/09/14,D22S1045,101.35,1498
07G-07,02/09/14,D19S433,135.12,501
07G-07,02/09/14,D19S433,146.39,1124
07G-07,02/09/14,TH01,192.69,479
07G-07,02/09/14,TH01,196.75,727
07G-07,02/09/14,FGA,239.65,411
07G-07,02/09/14,FGA,251.05,600
07G-07,02/09/14,FGA,254.8,296
07G-07,02/09/14,D2S441,87.62,314
07G-07,02/09/14,D2S441,99.71,989
07G-07,02/09/14,D3S1358,147.41,915
07G-07,02/09/14,D1S1656,194.32,510
07G-07,02/09/14,D1S1656,198.29,588
07G-07,02/09/14,D12S391,232.77,433
07G-07,02/09/14,SE33,357.05,347
07G-07,02/09/14,SE33,365.36,185
07G-07,02/09/14,SE33,369.43,143
09I-02,09/09/14,D10S1248,108.6,2839
09I-02,09/09/14,vWA,164.58,2977
09I-02,09/09/14,vWA,168.56,1324
09I-02,09/09/14,vWA,172.52,2719
09I-02,09/09/14,,207.38,35
09I-02,09/09/14,D16S539,252.58,4515
09I-02,09/09/14,D2S1338,317.77,2985
09I-02,09/09/14,AMEL,100.46,16093
09I-02,09/09/14,AMEL,106.33,9545
09I-02,09/09/14,,107.42,149
09I-02,09/09/14,D8S1179,148.82,9912
09I-02,09/09/14,D8S1179,152.87,7912
09I-02,09/09/14,D21S11,199.66,6523
09I-02,09/09/14,D21S11,203.74,3189
09I-02,09/09/14,D21S11,207.72,5641
09I-02,09/09/14,,252.66,104
09I-02,09/09/14,D18S51,296.69,4503
09I-02,09/09/14,D18S51,300.73,1128
09I-02,09/09/14,D18S51,304.82,3313
09I-02,09/09/14,D22S1045,98.18,9038
09I-02,09/09/14,D22S1045,107.51,13832
09I-02,09/09/14,D19S433,135.05,8704
09I-02,09/09/14,D19S433,142.56,5044
09I-02,09/09/14,D19S433,144.5,6666
09I-02,09/09/14,TH01,188.68,5915
09I-02,09/09/14,TH01,196.64,5855
09I-02,09/09/14,TH01,200.59,2638
09I-02,09/09/14,FGA,242.6,3539
09I-02,09/09/14,FGA,243.55,3848
09I-02,09/09/14,FGA,274.64,1609
09I-02,09/09/14,FGA,275.64,1883
09I-02,09/09/14,D2S441,87.59,2697
09I-02,09/09/14,D2S441,91.61,9225
09I-02,09/09/14,D3S1358,155.25,8103
09I-02,09/09/14,D1S1656,182.35,2542
09I-02,09/09/14,D1S1656,205.94,3239
09I-02,09/09/14,D12S391,251.58,3423
09I-02,09/09/14,D12S391,252.58,3409
09I-02,09/09/14,SE33,365.12,2401
09I-02,09/09/14,SE33,369.17,1188
09I-04,12/09/14,D10S1248,112.66,1782
09I-04,12/09/14,vWA,168.39,1629
09I-04,12/09/14,vWA,172.44,2417
09I-04,12/09/14,vWA,184.5,1119
09I-04,12/09/14,D16S539,244.32,3724
09I-04,12/09/14,D16S539,264.44,1073
09I-04,12/09/14,D2S1338,297.54,711
09I-04,12/09/14,D2S1338,309.51,763
09I-04,12/09/14,D2S1338,317.77,711
09I-04,12/09/14,D2S1338,326.01,677
09I-04,12/09/14,AMEL,100.46,17099
09I-04,12/09/14,D8S1179,148.72,4322
09I-04,12/09/14,D8S1179,152.95,9290
09I-04,12/09/14,D21S11,199.57,3964
09I-04,12/09/14,D21S11,211.61,3461
09I-04,12/09/14,D21S11,217.74,3978
09I-04,12/09/14,D21S11,227.81,2488
09I-04,12/09/14,D18S51,292.53,2297
09I-04,12/09/14,D18S51,296.64,2371
09I-04,12/09/14,D18S51,317.17,1893
09I-04,12/09/14,D18S51,325.59,1629
09I-04,12/09/14,D22S1045,88.87,3272
09I-04,12/09/14,D22S1045,98.09,4572
09I-04,12/09/14,D22S1045,101.29,7660
09I-04,12/09/14,D19S433,142.47,9054
09I-04,12/09/14,D19S433,144.41,3383
09I-04,12/09/14,TH01,192.52,7337
09I-04,12/09/14,TH01,196.48,2521
09I-04,12/09/14,FGA,247.25,1852
09I-04,12/09/14,FGA,251.08,1913
09I-04,12/09/14,FGA,254.73,1769
09I-04,12/09/14,FGA,258.52,1526
09I-04,12/09/14,D2S441,90.7,4809
09I-04,12/09/14,D2S441,99.64,4752
09I-04,12/09/14,D3S1358,147.14,3693
09I-04,12/09/14,D3S1358,151.28,4014
09I-04,12/09/14,D1S1656,190.11,1830
09I-04,12/09/14,D1S1656,194.16,1599
09I-04,12/09/14,D1S1656,204.9,3205
09I-04,12/09/14,D12S391,232.74,1171
09I-04,12/09/14,D12S391,236.58,1156
09I-04,12/09/14,D12S391,240.52,1918
09I-04,12/09/14,SE33,361.07,1156
09I-04,12/09/14,SE33,365.1,1026
09I-04,12/09/14,SE33,373.33,952
09I-04,12/09/14,SE33,420.58,690
09I-03,12/09/14,D10S1248,96.16,1106
09I-03,12/09/14,D10S1248,108.53,1660
09I-03,12/09/14,vWA,164.47,1050
09I-03,12/09/14,vWA,168.51,2088
09I-03,12/09/14,vWA,172.46,1048
09I-03,12/09/14,D16S539,252.43,1529
