"MosquitoID","Date.of.Collection","Marker","Size"
"07G-02"," 02/09/2014","D21S11",217.67
"07G-02"," 02/09/2014","D22S1045",98.3
"07G-02"," 02/09/2014","D22S1045",101.34
"07G-02"," 02/09/2014","D2S1338",301.6
"07G-02"," 02/09/2014","D2S441",99.72
"07G-02"," 02/09/2014","D3S1358",147.37
"07G-02"," 02/09/2014","D8S1179",148.91
"07G-02"," 02/09/2014","D8S1179",153
"07G-02"," 02/09/2014","D8S1179",157.18
"07G-02"," 02/09/2014","FGA",251.03
"07G-02"," 02/09/2014","FGA",254.72
"07G-02"," 02/09/2014","FGA",281.11
"07G-02"," 02/09/2014","SE33",357.07
"07G-02"," 02/09/2014","TH01",192.61
"07G-02"," 02/09/2014","TH01",196.62
"07G-02"," 02/09/2014","vWA",168.47
"07G-02"," 30/06/2014","AMEL",100.58
"07G-02"," 30/06/2014","D10S1248",104.59
"07G-02"," 30/06/2014","D10S1248",112.69
"07G-02"," 30/06/2014","D12S391",232.79
"07G-02"," 30/06/2014","D12S391",256.31
"07G-02"," 30/06/2014","D16S539",248.31
"07G-02"," 30/06/2014","D16S539",252.43
"07G-02"," 30/06/2014","D16S539",256.48
"07G-02"," 30/06/2014","D18S51",296.73
"07G-02"," 30/06/2014","D18S51",300.85
"07G-02"," 30/06/2014","D19S433",135
"07G-02"," 30/06/2014","D19S433",146.23
"07G-02"," 30/06/2014","D1S1656",194.28
"07G-02"," 30/06/2014","D1S1656",198.3
"07G-02"," 30/06/2014","D21S11",199.55
"07G-02"," 30/06/2014","D21S11",207.56
"07G-02"," 30/06/2014","D21S11",217.67
"07G-02"," 30/06/2014","D22S1045",89.07
"07G-02"," 30/06/2014","D22S1045",101.34
"07G-02"," 30/06/2014","D2S1338",301.69
"07G-02"," 30/06/2014","D2S1338",305.69
"07G-02"," 30/06/2014","D2S1338",326.07
"07G-02"," 30/06/2014","D2S441",87.64
"07G-02"," 30/06/2014","D2S441",99.72
"07G-02"," 30/06/2014","D3S1358",147.33
"07G-02"," 30/06/2014","D8S1179",148.8
"07G-02"," 30/06/2014","D8S1179",152.93
"07G-02"," 30/06/2014","FGA",239.57
"07G-02"," 30/06/2014","FGA",251.04
"07G-02"," 30/06/2014","SE33",357.16
"07G-02"," 30/06/2014","SE33",369.34
"07G-02"," 30/06/2014","SE33",385.73
"07G-02"," 30/06/2014","TH01",192.67
"07G-02"," 30/06/2014","TH01",196.7
"07G-02"," 30/06/2014","vWA",168.55
"07G-03"," 21/10/2013","AMEL",100.57
"07G-03"," 21/10/2013","D10S1248",96.39
"07G-03"," 21/10/2013","D10S1248",112.69
"07G-03"," 21/10/2013","D12S391",232.75
"07G-03"," 21/10/2013","D12S391",240.54
"07G-03"," 21/10/2013","D12S391",248.66
"07G-03"," 21/10/2013","D12S391",256.4
"07G-03"," 21/10/2013","D16S539",252.52
"07G-03"," 21/10/2013","D18S51",296.73
"07G-03"," 21/10/2013","D19S433",135.17
"07G-03"," 21/10/2013","D19S433",146.36
"07G-03"," 21/10/2013","D19S433",148.3
"07G-03"," 21/10/2013","D1S1656",186.32
"07G-03"," 21/10/2013","D1S1656",194.34
"07G-03"," 21/10/2013","D1S1656",198.29
"07G-03"," 21/10/2013","D1S1656",202.21
"07G-03"," 21/10/2013","D21S11",211.61
"07G-03"," 21/10/2013","D21S11",217.76
"07G-03"," 21/10/2013","D21S11",219.82
"07G-03"," 21/10/2013","D21S11",227.86
"07G-03"," 21/10/2013","D22S1045",92.11
"07G-03"," 21/10/2013","D22S1045",101.34
"07G-03"," 21/10/2013","D22S1045",104.48
"07G-03"," 21/10/2013","D2S1338",305.64
"07G-03"," 21/10/2013","D2S1338",313.74
"07G-03"," 21/10/2013","D2S1338",326.07
"07G-03"," 21/10/2013","D2S441",87.64
"07G-03"," 21/10/2013","D2S441",99.72
"07G-03"," 21/10/2013","D3S1358",147.37
"07G-03"," 21/10/2013","D3S1358",151.24
"07G-03"," 21/10/2013","D8S1179",148.85
"07G-03"," 21/10/2013","D8S1179",153
"07G-03"," 21/10/2013","FGA",239.65
"07G-03"," 21/10/2013","FGA",251.13
"07G-03"," 21/10/2013","FGA",258.55
"07G-03"," 21/10/2013","SE33",357.06
"07G-03"," 21/10/2013","SE33",369.26
"07G-03"," 21/10/2013","SE33",377.51
"07G-03"," 21/10/2013","SE33",404.35
"07G-03"," 21/10/2013","TH01",196.68
"07G-03"," 21/10/2013","TH01",200.71
"07G-03"," 21/10/2013","vWA",168.55
"07G-03"," 21/10/2013","vWA",172.58
"07G-03"," 21/10/2013","vWA",176.52
"07G-03"," 21/10/2013","vWA",188.58
"07G-03"," 30/06/2014","AMEL",100.57
"07G-03"," 30/06/2014","AMEL",106.4
"07G-03"," 30/06/2014","D10S1248",96.26
"07G-03"," 30/06/2014","D10S1248",112.62
"07G-03"," 30/06/2014","D12S391",232.69
"07G-03"," 30/06/2014","D12S391",248.51
"07G-03"," 30/06/2014","D12S391",256.29
"07G-03"," 30/06/2014","D16S539",248.34
"07G-03"," 30/06/2014","D16S539",252.47
"07G-03"," 30/06/2014","D16S539",256.46
"07G-03"," 30/06/2014","D18S51",296.63
"07G-03"," 30/06/2014","D18S51",300.75
"07G-03"," 30/06/2014","D18S51",304.86
"07G-03"," 30/06/2014","D19S433",135.07
"07G-03"," 30/06/2014","D19S433",146.21
"07G-03"," 30/06/2014","D1S1656",194.29
"07G-03"," 30/06/2014","D1S1656",198.16
"07G-03"," 30/06/2014","D21S11",199.47
"07G-03"," 30/06/2014","D21S11",207.63
"07G-03"," 30/06/2014","D21S11",217.66
"07G-03"," 30/06/2014","D22S1045",88.98
"07G-03"," 30/06/2014","D22S1045",101.32
"07G-03"," 30/06/2014","D2S1338",297.56
"07G-03"," 30/06/2014","D2S1338",301.5
"07G-03"," 30/06/2014","D2S1338",305.61
"07G-03"," 30/06/2014","D2S441",87.57
"07G-03"," 30/06/2014","D2S441",99.63
"07G-03"," 30/06/2014","D3S1358",147.38
"07G-03"," 30/06/2014","D8S1179",148.82
"07G-03"," 30/06/2014","D8S1179",152.97
"07G-03"," 30/06/2014","FGA",239.48
"07G-03"," 30/06/2014","FGA",250.94
"07G-03"," 30/06/2014","SE33",357.12
"07G-03"," 30/06/2014","SE33",369.31
"07G-03"," 30/06/2014","SE33",385.79
"07G-03"," 30/06/2014","TH01",192.61
"07G-03"," 30/06/2014","vWA",168.52
"07G-03"," 30/06/2014","vWA",172.59
"07G-04"," 01/07/2014","AMEL",100.57
"07G-04"," 01/07/2014","D10S1248",92.28
"07G-04"," 01/07/2014","D10S1248",96.38
"07G-04"," 01/07/2014","D12S391",232.77
"07G-04"," 01/07/2014","D12S391",248.66
"07G-04"," 01/07/2014","D12S391",256.4
"07G-04"," 01/07/2014","D16S539",248.48
"07G-04"," 01/07/2014","D16S539",252.52
"07G-04"," 01/07/2014","D16S539",256.57
"07G-04"," 01/07/2014","D16S539",260.52
"07G-04"," 01/07/2014","D18S51",296.73
"07G-04"," 01/07/2014","D18S51",300.76
"07G-04"," 01/07/2014","D19S433",135.15
"07G-04"," 01/07/2014","D19S433",146.36
"07G-04"," 01/07/2014","D19S433",152.17
"07G-04"," 01/07/2014","D1S1656",186.51
"07G-04"," 01/07/2014","D1S1656",194.25
"07G-04"," 01/07/2014","D1S1656",198.21
"07G-04"," 01/07/2014","D21S11",199.55
"07G-04"," 01/07/2014","D21S11",217.73
"07G-04"," 01/07/2014","D22S1045",98.29
"07G-04"," 01/07/2014","D22S1045",101.34
"07G-04"," 01/07/2014","D2S1338",301.61
"07G-04"," 01/07/2014","D2S1338",313.74
"07G-04"," 01/07/2014","D2S1338",326.09
"07G-04"," 01/07/2014","D2S441",87.69
"07G-04"," 01/07/2014","D2S441",99.71
"07G-04"," 01/07/2014","D3S1358",147.37
"07G-04"," 01/07/2014","D3S1358",159.45
"07G-04"," 01/07/2014","D8S1179",148.85
"07G-04"," 01/07/2014","D8S1179",153
"07G-04"," 01/07/2014","D8S1179",157.23
"07G-04"," 01/07/2014","FGA",239.57
"07G-04"," 01/07/2014","FGA",251.13
"07G-04"," 01/07/2014","FGA",281.12
"07G-04"," 01/07/2014","SE33",357.15
"07G-04"," 01/07/2014","SE33",385.71
"07G-04"," 01/07/2014","SE33",412.61
"07G-04"," 01/07/2014","TH01",192.73
"07G-04"," 01/07/2014","TH01",196.68
"07G-04"," 01/07/2014","vWA",168.59
"07G-04"," 01/07/2014","vWA",172.64
"07G-04"," 04/07/2014","AMEL",100.49
"07G-04"," 04/07/2014","D10S1248",104.56
"07G-04"," 04/07/2014","D10S1248",112.77
"07G-04"," 04/07/2014","D12S391",232.83
"07G-04"," 04/07/2014","D12S391",248.65
"07G-04"," 04/07/2014","D16S539",248.47
"07G-04"," 04/07/2014","D16S539",252.54
"07G-04"," 04/07/2014","D18S51",296.72
"07G-04"," 04/07/2014","D18S51",300.76
"07G-04"," 04/07/2014","D19S433",135.1
"07G-04"," 04/07/2014","D19S433",146.39
"07G-04"," 04/07/2014","D19S433",152.13
"07G-04"," 04/07/2014","D1S1656",194.25
"07G-04"," 04/07/2014","D1S1656",198.2
"07G-04"," 04/07/2014","D21S11",199.55
"07G-04"," 04/07/2014","D21S11",207.65
"07G-04"," 04/07/2014","D21S11",217.82
"07G-04"," 04/07/2014","D22S1045",88.99
"07G-04"," 04/07/2014","D22S1045",98.18
"07G-04"," 04/07/2014","D22S1045",101.27
"07G-04"," 04/07/2014","D2S1338",301.7
"07G-04"," 04/07/2014","D2S1338",326.11
"07G-04"," 04/07/2014","D2S441",87.55
"07G-04"," 04/07/2014","D2S441",99.62
"07G-04"," 04/07/2014","D3S1358",147.41
"07G-04"," 04/07/2014","D8S1179",148.8
"07G-04"," 04/07/2014","D8S1179",152.96
"07G-04"," 04/07/2014","FGA",239.65
"07G-04"," 04/07/2014","FGA",251.05
"07G-04"," 04/07/2014","SE33",357.13
"07G-04"," 04/07/2014","SE33",385.75
"07G-04"," 04/07/2014","TH01",192.72
"07G-04"," 04/07/2014","TH01",196.68
"07G-04"," 04/07/2014","vWA",168.63
"07G-05"," 04/07/2014","AMEL",100.58
"07G-05"," 04/07/2014","D10S1248",92.33
"07G-05"," 04/07/2014","D10S1248",96.36
"07G-05"," 04/07/2014","D10S1248",104.61
"07G-05"," 04/07/2014","D10S1248",112.68
"07G-05"," 04/07/2014","D12S391",232.81
"07G-05"," 04/07/2014","D16S539",252.52
"07G-05"," 04/07/2014","D16S539",256.58
"07G-05"," 04/07/2014","D16S539",260.53
"07G-05"," 04/07/2014","D18S51",296.72
"07G-05"," 04/07/2014","D19S433",135.12
"07G-05"," 04/07/2014","D19S433",146.36
"07G-05"," 04/07/2014","D19S433",152.17
"07G-05"," 04/07/2014","D1S1656",186.53
"07G-05"," 04/07/2014","D1S1656",194.32
"07G-05"," 04/07/2014","D1S1656",198.2
"07G-05"," 04/07/2014","D21S11",199.55
"07G-05"," 04/07/2014","D21S11",217.82
"07G-05"," 04/07/2014","D22S1045",98.28
"07G-05"," 04/07/2014","D22S1045",101.35
"07G-05"," 04/07/2014","D2S1338",297.67
"07G-05"," 04/07/2014","D2S1338",301.62
"07G-05"," 04/07/2014","D2S1338",313.65
"07G-05"," 04/07/2014","D2S441",99.71
"07G-05"," 04/07/2014","D3S1358",147.37
"07G-05"," 04/07/2014","D8S1179",148.85
"07G-05"," 04/07/2014","D8S1179",153
"07G-05"," 04/07/2014","D8S1179",157.23
"07G-05"," 04/07/2014","FGA",251.13
"07G-05"," 04/07/2014","FGA",254.85
"07G-05"," 04/07/2014","SE33",357.12
"07G-05"," 04/07/2014","SE33",365.34
"07G-05"," 04/07/2014","TH01",192.69
"07G-05"," 04/07/2014","TH01",196.66
"07G-05"," 04/07/2014","vWA",168.44
"07G-05"," 04/07/2014","vWA",172.6
"07G-05"," 30/06/2014","AMEL",100.56
"07G-05"," 30/06/2014","AMEL",106.44
"07G-05"," 30/06/2014","D10S1248",104.4
"07G-05"," 30/06/2014","D10S1248",112.53
"07G-05"," 30/06/2014","D12S391",256.24
"07G-05"," 30/06/2014","D16S539",248.34
"07G-05"," 30/06/2014","D16S539",252.45
"07G-05"," 30/06/2014","D16S539",256.41
"07G-05"," 30/06/2014","D18S51",296.65
"07G-05"," 30/06/2014","D18S51",300.75
"07G-05"," 30/06/2014","D19S433",135.01
"07G-05"," 30/06/2014","D1S1656",194.23
"07G-05"," 30/06/2014","D1S1656",198.16
"07G-05"," 30/06/2014","D21S11",199.48
"07G-05"," 30/06/2014","D21S11",207.57
"07G-05"," 30/06/2014","D21S11",217.66
"07G-05"," 30/06/2014","D21S11",227.77
"07G-05"," 30/06/2014","D22S1045",89.03
"07G-05"," 30/06/2014","D22S1045",101.31
"07G-05"," 30/06/2014","D2S1338",297.57
"07G-05"," 30/06/2014","D2S1338",301.49
"07G-05"," 30/06/2014","D2S1338",305.49
"07G-05"," 30/06/2014","D2S1338",325.95
"07G-05"," 30/06/2014","D2S441",87.64
"07G-05"," 30/06/2014","D2S441",99.63
"07G-05"," 30/06/2014","D3S1358",147.35
"07G-05"," 30/06/2014","D8S1179",148.78
"07G-05"," 30/06/2014","D8S1179",152.91
"07G-05"," 30/06/2014","FGA",239.49
"07G-05"," 30/06/2014","FGA",250.93
"07G-05"," 30/06/2014","FGA",254.64
"07G-05"," 30/06/2014","SE33",357.12
"07G-05"," 30/06/2014","SE33",365.31
"07G-05"," 30/06/2014","SE33",369.36
"07G-05"," 30/06/2014","SE33",385.77
"07G-05"," 30/06/2014","TH01",192.65
"07G-05"," 30/06/2014","TH01",196.59
"07G-05"," 30/06/2014","vWA",168.49
"07G-05"," 30/06/2014","vWA",172.54
"07G-07"," 02/09/2014","AMEL",100.58
"07G-07"," 02/09/2014","D10S1248",104.52
"07G-07"," 02/09/2014","D10S1248",112.68
"07G-07"," 02/09/2014","D12S391",232.77
"07G-07"," 02/09/2014","D16S539",252.54
"07G-07"," 02/09/2014","D16S539",256.54
"07G-07"," 02/09/2014","D18S51",296.72
"07G-07"," 02/09/2014","D18S51",300.77
"07G-07"," 02/09/2014","D19S433",135.12
"07G-07"," 02/09/2014","D19S433",146.39
"07G-07"," 02/09/2014","D1S1656",194.32
"07G-07"," 02/09/2014","D1S1656",198.29
"07G-07"," 02/09/2014","D21S11",199.64
"07G-07"," 02/09/2014","D21S11",217.76
"07G-07"," 02/09/2014","D22S1045",101.35
"07G-07"," 02/09/2014","D2S1338",297.67
"07G-07"," 02/09/2014","D2S1338",301.62
"07G-07"," 02/09/2014","D2S1338",305.66
"07G-07"," 02/09/2014","D2S441",87.62
"07G-07"," 02/09/2014","D2S441",99.71
"07G-07"," 02/09/2014","D3S1358",147.41
"07G-07"," 02/09/2014","D8S1179",148.8
"07G-07"," 02/09/2014","D8S1179",152.96
"07G-07"," 02/09/2014","FGA",239.65
"07G-07"," 02/09/2014","FGA",251.05
"07G-07"," 02/09/2014","FGA",254.8
"07G-07"," 02/09/2014","SE33",357.05
"07G-07"," 02/09/2014","SE33",365.36
"07G-07"," 02/09/2014","SE33",369.43
"07G-07"," 02/09/2014","TH01",192.69
"07G-07"," 02/09/2014","TH01",196.75
"07G-07"," 02/09/2014","vWA",168.53
"07G-07"," 02/09/2014","vWA",172.61
"07G-08"," 28/10/2013","AMEL",100.58
"07G-08"," 28/10/2013","D10S1248",92.14
"07G-08"," 28/10/2013","D10S1248",96.31
"07G-08"," 28/10/2013","D10S1248",104.49
"07G-08"," 28/10/2013","D10S1248",112.69
"07G-08"," 28/10/2013","D12S391",232.74
"07G-08"," 28/10/2013","D12S391",248.67
"07G-08"," 28/10/2013","D12S391",256.35
"07G-08"," 28/10/2013","D16S539",248.4
"07G-08"," 28/10/2013","D16S539",252.41
"07G-08"," 28/10/2013","D16S539",256.52
"07G-08"," 28/10/2013","D16S539",260.43
"07G-08"," 28/10/2013","D18S51",296.68
"07G-08"," 28/10/2013","D18S51",300.76
"07G-08"," 28/10/2013","D19S433",135.12
"07G-08"," 28/10/2013","D19S433",146.3
"07G-08"," 28/10/2013","D19S433",152.05
"07G-08"," 28/10/2013","D1S1656",186.54
"07G-08"," 28/10/2013","D1S1656",194.22
"07G-08"," 28/10/2013","D21S11",199.56
"07G-08"," 28/10/2013","D21S11",207.6
"07G-08"," 28/10/2013","D21S11",217.67
"07G-08"," 28/10/2013","D22S1045",88.92
"07G-08"," 28/10/2013","D22S1045",98.2
"07G-08"," 28/10/2013","D22S1045",101.34
"07G-08"," 28/10/2013","D2S1338",301.7
"07G-08"," 28/10/2013","D2S1338",313.74
"07G-08"," 28/10/2013","D2S1338",326.03
"07G-08"," 28/10/2013","D2S441",87.59
"07G-08"," 28/10/2013","D2S441",99.62
"07G-08"," 28/10/2013","D3S1358",147.39
"07G-08"," 28/10/2013","D3S1358",159.45
"07G-08"," 28/10/2013","D8S1179",148.76
"07G-08"," 28/10/2013","D8S1179",152.96
"07G-08"," 28/10/2013","D8S1179",157.26
"07G-08"," 28/10/2013","FGA",239.57
"07G-08"," 28/10/2013","FGA",251.03
"07G-08"," 28/10/2013","FGA",281.11
"07G-08"," 28/10/2013","SE33",357.16
"07G-08"," 28/10/2013","SE33",385.77
"07G-08"," 28/10/2013","SE33",412.64
"07G-08"," 28/10/2013","TH01",192.71
"07G-08"," 28/10/2013","vWA",168.51
"07G-08"," 28/10/2013","vWA",172.62
"09I-01"," 10/07/2014","AMEL",100.55
"09I-01"," 10/07/2014","AMEL",106.37
"09I-01"," 10/07/2014","D10S1248",96.37
"09I-01"," 10/07/2014","D10S1248",108.72
"09I-01"," 10/07/2014","D12S391",248.55
"09I-01"," 10/07/2014","D12S391",252.49
"09I-01"," 10/07/2014","D16S539",252.58
"09I-01"," 10/07/2014","D16S539",264.57
"09I-01"," 10/07/2014","D18S51",296.73
"09I-01"," 10/07/2014","D18S51",300.73
"09I-01"," 10/07/2014","D18S51",304.78
"09I-01"," 10/07/2014","D19S433",135.04
"09I-01"," 10/07/2014","D19S433",142.46
"09I-01"," 10/07/2014","D1S1656",194.09
"09I-01"," 10/07/2014","D1S1656",198.12
"09I-01"," 10/07/2014","D1S1656",205.91
"09I-01"," 10/07/2014","D21S11",199.74
"09I-01"," 10/07/2014","D21S11",203.72
"09I-01"," 10/07/2014","D21S11",207.77
"09I-01"," 10/07/2014","D22S1045",85.83
"09I-01"," 10/07/2014","D22S1045",98.19
"09I-01"," 10/07/2014","D22S1045",107.55
"09I-01"," 10/07/2014","D2S1338",313.67
"09I-01"," 10/07/2014","D2S1338",317.85
"09I-01"," 10/07/2014","D2S1338",322
"09I-01"," 10/07/2014","D2S441",87.56
"09I-01"," 10/07/2014","D2S441",91.65
"09I-01"," 10/07/2014","D3S1358",155.18
"09I-01"," 10/07/2014","D8S1179",148.77
"09I-01"," 10/07/2014","D8S1179",152.89
"09I-01"," 10/07/2014","FGA",243.52
"09I-01"," 10/07/2014","FGA",247.36
"09I-01"," 10/07/2014","SE33",356.79
"09I-01"," 10/07/2014","SE33",365.02
"09I-01"," 10/07/2014","SE33",404.05
"09I-01"," 10/07/2014","TH01",188.6
"09I-01"," 10/07/2014","TH01",196.58
"09I-01"," 10/07/2014","TH01",200.59
"09I-01"," 10/07/2014","vWA",164.55
"09I-01"," 10/07/2014","vWA",168.57
"09I-01"," 10/07/2014","vWA",172.5
"09I-01"," 11/07/2014","AMEL",100.46
"09I-01"," 11/07/2014","AMEL",106.33
"09I-01"," 11/07/2014","D10S1248",96.26
"09I-01"," 11/07/2014","D10S1248",108.69
"09I-01"," 11/07/2014","D12S391",251.995
"09I-01"," 11/07/2014","D16S539",252.49
"09I-01"," 11/07/2014","D18S51",296.71
"09I-01"," 11/07/2014","D18S51",304.82
"09I-01"," 11/07/2014","D19S433",135.02
"09I-01"," 11/07/2014","D19S433",142.46
"09I-01"," 11/07/2014","D19S433",144.4
"09I-01"," 11/07/2014","D1S1656",182.35
"09I-01"," 11/07/2014","D1S1656",206.03
"09I-01"," 11/07/2014","D21S11",199.74
"09I-01"," 11/07/2014","D21S11",203.74
"09I-01"," 11/07/2014","D21S11",207.72
"09I-01"," 11/07/2014","D22S1045",98.18
"09I-01"," 11/07/2014","D22S1045",107.51
"09I-01"," 11/07/2014","D2S1338",317.77
"09I-01"," 11/07/2014","D2S441",91.61
"09I-01"," 11/07/2014","D3S1358",155.24
"09I-01"," 11/07/2014","D8S1179",148.72
"09I-01"," 11/07/2014","D8S1179",152.86
"09I-01"," 11/07/2014","FGA",243.55
"09I-01"," 11/07/2014","FGA",275.63
"09I-01"," 11/07/2014","SE33",356.93
"09I-01"," 11/07/2014","SE33",365.12
"09I-01"," 11/07/2014","SE33",369.17
"09I-01"," 11/07/2014","TH01",188.68
"09I-01"," 11/07/2014","TH01",196.64
"09I-01"," 11/07/2014","vWA",164.5
"09I-01"," 11/07/2014","vWA",168.56
"09I-01"," 11/07/2014","vWA",172.52
"09I-02"," 08/07/2014","AMEL",100.54
"09I-02"," 08/07/2014","AMEL",106.39
"09I-02"," 08/07/2014","D10S1248",96.41
"09I-02"," 08/07/2014","D10S1248",100.45
"09I-02"," 08/07/2014","D10S1248",108.62
"09I-02"," 08/07/2014","D12S391",247.55
"09I-02"," 08/07/2014","D12S391",251.47
"09I-02"," 08/07/2014","D16S539",252.54
"09I-02"," 08/07/2014","D16S539",264.46
"09I-02"," 08/07/2014","D18S51",296.68
"09I-02"," 08/07/2014","D18S51",300.72
"09I-02"," 08/07/2014","D18S51",304.81
"09I-02"," 08/07/2014","D19S433",134.97
"09I-02"," 08/07/2014","D19S433",142.43
"09I-02"," 08/07/2014","D1S1656",194.06
"09I-02"," 08/07/2014","D1S1656",198.05
"09I-02"," 08/07/2014","D1S1656",205.87
"09I-02"," 08/07/2014","D21S11",203.61
"09I-02"," 08/07/2014","D21S11",207.63
"09I-02"," 08/07/2014","D22S1045",85.92
"09I-02"," 08/07/2014","D22S1045",98.29
"09I-02"," 08/07/2014","D22S1045",107.55
"09I-02"," 08/07/2014","D2S1338",313.59
"09I-02"," 08/07/2014","D2S1338",317.8
"09I-02"," 08/07/2014","D2S1338",321.9
"09I-02"," 08/07/2014","D2S441",87.64
"09I-02"," 08/07/2014","D2S441",91.72
"09I-02"," 08/07/2014","D3S1358",154.65
"09I-02"," 08/07/2014","D8S1179",148.78
"09I-02"," 08/07/2014","D8S1179",152.87
"09I-02"," 08/07/2014","FGA",238.67
"09I-02"," 08/07/2014","FGA",243.49
"09I-02"," 08/07/2014","FGA",247.3
"09I-02"," 08/07/2014","SE33",356.9
"09I-02"," 08/07/2014","SE33",365.04
"09I-02"," 08/07/2014","SE33",404.1
"09I-02"," 08/07/2014","TH01",188.53
"09I-02"," 08/07/2014","TH01",196.52
"09I-02"," 08/07/2014","TH01",200.5
"09I-02"," 08/07/2014","vWA",164.53
"09I-02"," 08/07/2014","vWA",168.54
"09I-02"," 08/07/2014","vWA",172.45
"09I-02"," 09/09/2014","",107.42
"09I-02"," 09/09/2014","",207.38
"09I-02"," 09/09/2014","",252.66
"09I-02"," 09/09/2014","AMEL",100.46
"09I-02"," 09/09/2014","AMEL",106.33
"09I-02"," 09/09/2014","D10S1248",108.6
"09I-02"," 09/09/2014","D12S391",252.08
"09I-02"," 09/09/2014","D16S539",252.58
"09I-02"," 09/09/2014","D18S51",296.69
"09I-02"," 09/09/2014","D18S51",300.73
"09I-02"," 09/09/2014","D18S51",304.82
"09I-02"," 09/09/2014","D19S433",135.05
"09I-02"," 09/09/2014","D19S433",142.56
"09I-02"," 09/09/2014","D19S433",144.5
"09I-02"," 09/09/2014","D1S1656",182.35
"09I-02"," 09/09/2014","D1S1656",205.94
"09I-02"," 09/09/2014","D21S11",199.66
"09I-02"," 09/09/2014","D21S11",203.74
"09I-02"," 09/09/2014","D21S11",207.72
"09I-02"," 09/09/2014","D22S1045",98.18
"09I-02"," 09/09/2014","D22S1045",107.51
"09I-02"," 09/09/2014","D2S1338",317.77
"09I-02"," 09/09/2014","D2S441",87.59
"09I-02"," 09/09/2014","D2S441",91.61
"09I-02"," 09/09/2014","D3S1358",155.25
"09I-02"," 09/09/2014","D8S1179",148.82
"09I-02"," 09/09/2014","D8S1179",152.87
"09I-02"," 09/09/2014","FGA",243.55
"09I-02"," 09/09/2014","FGA",275.64
"09I-02"," 09/09/2014","SE33",365.12
"09I-02"," 09/09/2014","SE33",369.17
"09I-02"," 09/09/2014","TH01",188.68
"09I-02"," 09/09/2014","TH01",196.64
"09I-02"," 09/09/2014","TH01",200.59
"09I-02"," 09/09/2014","vWA",164.58
"09I-02"," 09/09/2014","vWA",168.56
"09I-02"," 09/09/2014","vWA",172.52
"09I-03"," 09/07/2014","AMEL",100.46
"09I-03"," 09/07/2014","AMEL",106.37
"09I-03"," 09/07/2014","D10S1248",96.28
"09I-03"," 09/07/2014","D10S1248",108.63
"09I-03"," 09/07/2014","D12S391",248.55
"09I-03"," 09/07/2014","D12S391",252.47
"09I-03"," 09/07/2014","D16S539",252.56
"09I-03"," 09/07/2014","D16S539",264.48
"09I-03"," 09/07/2014","D18S51",296.74
"09I-03"," 09/07/2014","D18S51",300.72
"09I-03"," 09/07/2014","D18S51",304.75
"09I-03"," 09/07/2014","D19S433",135.05
"09I-03"," 09/07/2014","D19S433",142.53
"09I-03"," 09/07/2014","D19S433",144.45
"09I-03"," 09/07/2014","D1S1656",182.42
"09I-03"," 09/07/2014","D1S1656",198.21
"09I-03"," 09/07/2014","D1S1656",205.94
"09I-03"," 09/07/2014","D21S11",199.74
"09I-03"," 09/07/2014","D21S11",203.68
"09I-03"," 09/07/2014","D21S11",207.7
"09I-03"," 09/07/2014","D22S1045",85.83
"09I-03"," 09/07/2014","D22S1045",98.19
"09I-03"," 09/07/2014","D22S1045",107.55
"09I-03"," 09/07/2014","D2S1338",313.59
"09I-03"," 09/07/2014","D2S1338",317.77
"09I-03"," 09/07/2014","D2S441",87.56
"09I-03"," 09/07/2014","D2S441",91.65
"09I-03"," 09/07/2014","D3S1358",155.19
"09I-03"," 09/07/2014","D8S1179",148.73
"09I-03"," 09/07/2014","D8S1179",152.83
"09I-03"," 09/07/2014","FGA",239.67
"09I-03"," 09/07/2014","FGA",243.52
"09I-03"," 09/07/2014","FGA",275.6
"09I-03"," 09/07/2014","SE33",365.08
"09I-03"," 09/07/2014","SE33",369.18
"09I-03"," 09/07/2014","SE33",404.13
"09I-03"," 09/07/2014","TH01",188.7
"09I-03"," 09/07/2014","TH01",196.67
"09I-03"," 09/07/2014","TH01",200.67
"09I-03"," 09/07/2014","vWA",164.48
"09I-03"," 09/07/2014","vWA",168.52
"09I-03"," 09/07/2014","vWA",172.47
"09I-03"," 12/09/2014","AMEL",100.45
"09I-03"," 12/09/2014","D10S1248",96.16
"09I-03"," 12/09/2014","D10S1248",108.53
"09I-03"," 12/09/2014","D12S391",248.41
"09I-03"," 12/09/2014","D12S391",252.43
"09I-03"," 12/09/2014","D16S539",252.43
"09I-03"," 12/09/2014","D16S539",264.42
"09I-03"," 12/09/2014","D18S51",296.71
"09I-03"," 12/09/2014","D18S51",300.72
"09I-03"," 12/09/2014","D18S51",304.79
"09I-03"," 12/09/2014","D19S433",134.92
"09I-03"," 12/09/2014","D19S433",142.42
"09I-03"," 12/09/2014","D1S1656",194.02
"09I-03"," 12/09/2014","D1S1656",198.06
"09I-03"," 12/09/2014","D1S1656",205.93
"09I-03"," 12/09/2014","D21S11",199.49
"09I-03"," 12/09/2014","D21S11",203.51
"09I-03"," 12/09/2014","D21S11",207.59
"09I-03"," 12/09/2014","D22S1045",85.81
"09I-03"," 12/09/2014","D22S1045",107.47
"09I-03"," 12/09/2014","D2S1338",313.59
"09I-03"," 12/09/2014","D2S1338",317.66
"09I-03"," 12/09/2014","D2S441",87.5
"09I-03"," 12/09/2014","D2S441",91.61
